Latitude,Longitude,Elevation_m,Distance_to_River_km,Distance_to_Coast_km,Rainfall_mm,Temperature_C,Soil_Type,Vegetation_Type,Archaeological_Potential
-30.16717556110519,-171.18002883700152,2638,45.04,589.75,2829,22,Alluvial,Desert,Low
13.389441557000822,94.91056017391935,1163,19.65,435.6,2621,15,Black Soil,Desert,Low
40.22200312451213,149.65381378694275,1068,46.25,492.72,1760,17,Red Soil,Savanna,Low
-27.717554018734873,121.61665036157962,226,15.68,784.31,1649,-5,Alluvial,Shrubland,Low
-27.934899740204635,46.107187715626594,612,21.91,167.98,428,24,Sandy,Desert,Low
-33.855681150397984,57.56241669646778,344,31.95,834.15,753,29,Alluvial,Coastal,Low
62.80779018699674,-117.29098525111573,1894,26.37,642.05,1332,10,Black Soil,Forest,Low
-10.531883999112218,-176.6695850931001,638,24.43,83.8,2546,16,Alluvial,Grassland,Low
45.8432839253619,129.88238199866305,935,30.03,375.6,3814,34,Clay,Forest,Low
-42.37387851807041,13.720286906600023,1111,9.43,645.78,1030,-2,Black Soil,Shrubland,Medium
74.48350196853997,-138.5180464130535,1492,12.65,298.61,1053,31,Clay,Coastal,Medium
1.5223611850159173,-2.896678183358887,1578,10.74,9.7,2182,15,Red Soil,Forest,Medium
58.55341795813199,-114.64169074228029,2212,34.0,443.88,1216,3,Black Soil,Forest,Low
-49.99942713764719,47.2999552005318,604,30.91,802.01,3684,5,Clay,Coastal,Low
-18.245189268179793,50.381860144808826,1930,10.7,694.77,1475,0,Clay,Grassland,Medium
-13.377366676497068,143.35098371125366,476,16.7,478.69,3494,8,Rocky,Forest,Low
26.03898426675596,-176.6713455482823,2833,26.86,123.55,3119,16,Laterite,Grassland,Low
37.58475816272072,-2.089556829291297,2893,10.99,961.4,731,9,Red Soil,Coastal,Medium
15.40711069183142,128.7645724914497,1768,29.33,639.43,1475,30,Black Soil,Savanna,Low
47.29382197731215,-14.819101227606012,1282,17.7,513.11,2180,28,Black Soil,Grassland,Low
61.67352639630627,106.14833866085309,1032,13.71,349.43,950,23,Rocky,Coastal,Medium
51.507902850304504,-10.589827539661371,2865,10.43,670.72,3567,3,Clay,Grassland,Medium
-13.18559840215157,115.55450636991412,942,43.78,94.97,1674,27,Sandy,Forest,Low
-29.98668351489212,119.50781383276694,2555,45.01,590.68,2382,-4,Black Soil,Shrubland,Low
-32.6775940521276,94.23406100123134,2184,8.93,296.91,1570,19,Black Soil,Savanna,Medium
-1.147189933155758,32.38781615294985,1169,32.84,219.19,1311,2,Rocky,Coastal,Low
50.98751277239539,-63.06403550134645,678,32.77,448.77,1656,6,Sandy,Savanna,Low
-24.21672345901984,-160.60618823767834,2933,0.95,44.9,1871,34,Rocky,Savanna,Medium
39.98833910025752,-73.16863920875609,2778,35.07,579.17,1921,16,Laterite,Coastal,Low
66.11576534576832,-39.86076302705723,1943,46.85,853.87,3738,-1,Alluvial,Desert,Low
9.131447941088126,-177.24357494865893,4,34.69,674.36,2039,32,Alluvial,Forest,Low
51.212100335927175,-86.52137796570936,2135,16.22,823.81,2560,-3,Alluvial,Coastal,Low
-36.82511775299263,81.02950767488102,2479,27.02,551.67,1489,9,Sandy,Grassland,Low
-17.4028873639517,-173.17003718954902,1006,19.55,616.96,1606,8,Black Soil,Desert,Low
-13.414142381759405,-20.80886182704546,2189,10.01,162.94,2349,6,Red Soil,Desert,Medium
-11.745161707793443,-121.2378494189547,939,30.49,261.66,3144,23,Red Soil,Desert,Low
-24.014618397065583,-152.8757146585831,567,22.51,685.95,3779,22,Alluvial,Desert,Low
-43.89539202617411,94.65655700430051,1934,6.4,987.24,1779,30,Red Soil,Grassland,Medium
-24.625916460860687,93.81810515334638,2169,38.72,394.56,1985,30,Clay,Savanna,Low
-0.06277202585917507,91.5706558978394,557,41.3,255.94,2032,2,Clay,Forest,Low
51.359275758044646,-96.62242460965314,1312,48.62,746.31,1951,10,Red Soil,Shrubland,Low
33.379113496112154,-103.67125958226367,1894,29.26,645.78,1212,18,Laterite,Forest,Low
20.18366804826603,-152.04166111506626,1864,30.88,515.83,521,16,Sandy,Grassland,Low
66.91891142905689,-33.242337531217316,1003,1.24,280.83,3799,4,Laterite,Shrubland,Medium
-0.46762706550677535,-144.64825336857822,25,25.1,935.32,3636,21,Sandy,Desert,Low
-8.849610799621253,-175.4650943685972,2819,14.86,596.39,2304,13,Laterite,Shrubland,Medium
-16.765482520830993,11.799984172900935,1637,30.52,620.09,3119,18,Alluvial,Savanna,Low
-24.24301990644608,-142.43895141256067,2049,25.04,513.99,3852,30,Alluvial,Coastal,Low
-4.385375584377208,107.89098910985268,2151,28.78,911.85,3035,2,Red Soil,Grassland,Low
-37.940019387364025,-2.255738197606263,2016,42.0,33.06,555,19,Black Soil,Grassland,Low
43.09669081911605,109.02073051352892,1560,18.29,364.38,115,18,Red Soil,Coastal,Low
-31.267402679637108,102.8438856654439,674,35.05,303.64,401,23,Sandy,Desert,Low
70.37114867598214,148.38073270171805,771,20.55,999.33,3745,8,Red Soil,Savanna,Low
-55.245864856107914,2.0893251514391977,815,45.7,331.31,3359,18,Laterite,Savanna,Low
-48.645963786855866,124.01095278222084,287,13.67,189.54,2468,17,Clay,Grassland,Medium
27.466780019966052,106.2034298071473,2054,0.82,808.2,1929,34,Clay,Coastal,Medium
36.644694324269565,-172.91887653085806,2290,34.29,369.58,1456,13,Sandy,Savanna,Low
74.86857369114631,99.75407854302006,2855,12.79,544.61,3798,24,Sandy,Grassland,Medium
60.03447243205716,-8.864212867407218,1091,19.34,851.48,3186,9,Black Soil,Savanna,Low
33.92997540922312,92.98734463602426,1621,0.56,808.02,3520,19,Black Soil,Coastal,Medium
-26.02894972273321,148.0486686022091,1476,28.85,597.79,549,9,Laterite,Coastal,Low
-42.79382941557796,-35.14761264117328,1664,11.28,359.41,355,0,Red Soil,Savanna,Medium
69.50848807483828,42.834932774739315,2383,30.78,296.98,2991,-4,Rocky,Savanna,Low
37.09497803323741,-58.263677085045074,1749,32.67,326.88,2584,25,Sandy,Forest,Low
47.553219543087835,-47.52035918127888,372,33.8,242.41,3063,5,Black Soil,Shrubland,Low
46.04715859616108,37.51442886646734,1323,19.49,106.96,1290,18,Black Soil,Desert,Low
21.930176606850864,45.59854724341247,259,48.81,35.84,1505,19,Black Soil,Shrubland,Low
23.48255326542177,-101.0532236571523,1568,6.09,347.15,91,4,Rocky,Coastal,Medium
-12.394179408855905,37.46476743049422,923,21.23,621.37,1091,17,Clay,Shrubland,Low
13.888113013501396,27.762244516036674,1455,34.4,397.61,2703,5,Sandy,Grassland,Low
-8.72001056599354,125.51812109750375,1209,49.32,659.68,68,30,Laterite,Savanna,Low
-58.29024573249452,-26.034645749892462,2446,49.34,459.8,2715,-5,Clay,Grassland,Low
61.537062023920114,103.09563871916691,60,4.44,314.41,783,35,Alluvial,Savanna,High
-45.86447577682359,-37.806616412892964,140,35.93,813.95,2763,-4,Red Soil,Forest,Low
14.793164215014286,109.92292418236718,2473,6.35,659.04,3208,27,Sandy,Grassland,Medium
5.615173421750086,-47.9900129533828,635,14.76,546.19,1518,24,Rocky,Savanna,Medium
-30.027697570265435,-90.28832871467976,49,30.31,104.76,2741,17,Alluvial,Desert,Low
-27.718265755478832,-71.21518900026771,613,26.52,518.97,3948,5,Laterite,Savanna,Low
-42.85522236704049,85.20168532174534,1291,38.34,480.45,301,22,Sandy,Desert,Low
33.45588035769188,71.90274769634567,1457,12.08,378.55,1256,9,Laterite,Coastal,Medium
-42.77207462621374,113.56195045433549,75,0.68,189.24,148,13,Clay,Desert,High
-37.08207928444621,157.81329881464654,1522,45.19,239.27,1038,28,Red Soil,Forest,Low
-11.002484144155645,-102.25460302040999,2976,37.8,134.46,2058,7,Rocky,Shrubland,Low
-7.077983080520887,2.713873077897688,2666,32.24,302.3,2216,19,Red Soil,Coastal,Low
-58.100573851061114,118.53337205529027,1593,48.72,385.84,3310,-5,Rocky,Grassland,Low
57.37317923064744,-13.141897928137837,1283,43.49,935.36,1578,14,Clay,Forest,Low
71.60047119685984,-70.08068828760562,1598,8.44,760.92,1160,19,Red Soil,Grassland,Medium
-11.062396899800156,-12.620380143588676,2783,11.17,945.94,2059,24,Red Soil,Savanna,Medium
-31.192704591163306,-63.6914103455552,1278,17.61,476.26,3629,26,Clay,Desert,Low
59.181140863576005,0.38125910988563305,1186,25.72,125.52,1974,26,Rocky,Grassland,Low
68.62748779353112,139.68596871880789,2204,44.72,460.36,3620,0,Alluvial,Savanna,Low
16.755133056856934,-103.8616314848634,2560,7.17,443.29,2633,24,Sandy,Coastal,Medium
22.591205716906543,109.42875646487732,992,19.65,80.33,811,24,Rocky,Grassland,Low
-58.26361017311484,-108.79549785551676,2492,0.5,351.71,3163,29,Sandy,Savanna,Medium
-58.98909871658152,-138.72719686338235,1139,34.02,484.24,1127,18,Black Soil,Coastal,Low
-28.81732971438046,142.6607135277552,2132,40.22,185.55,682,7,Alluvial,Coastal,Low
35.13543315986816,144.50122155691008,2851,42.07,44.76,704,32,Clay,Savanna,Low
28.31023711773406,-175.77976805853478,147,18.05,577.43,408,-5,Sandy,Coastal,Low
8.661354104408659,5.329104521195205,2858,18.37,14.69,3486,31,Rocky,Desert,Low
43.24947245076318,-82.73683978050423,2532,46.48,867.38,2411,34,Alluvial,Shrubland,Low
55.96633506987949,140.90400271713634,2863,8.58,397.74,2545,18,Clay,Forest,Medium
49.621780995345645,-74.62684406672268,1858,49.16,436.69,3191,26,Black Soil,Desert,Low
47.7667114847161,-176.91097325394762,609,40.7,644.37,3531,0,Rocky,Shrubland,Low
23.70631266305236,-128.40191923256845,1299,2.67,332.75,2510,27,Black Soil,Grassland,Medium
-37.224977987886575,-24.994613539728363,995,26.16,607.57,666,13,Laterite,Forest,Low
17.948233744242458,-117.89546543745678,627,39.56,219.65,1753,7,Alluvial,Desert,Low
18.289920169925693,-106.27191963441545,580,15.33,480.85,2465,7,Clay,Forest,Low
-19.19795141598187,-42.845170501640524,129,10.85,728.89,333,18,Red Soil,Grassland,Medium
9.694203059079598,20.624503824400307,1656,44.97,789.05,2637,19,Red Soil,Savanna,Low
-51.58628383771139,75.51014458373538,863,18.16,556.49,1296,3,Rocky,Forest,Low
-8.294289541724893,-126.46174933335706,695,38.58,562.53,2843,7,Red Soil,Grassland,Low
-29.162104112606002,-107.14691026627133,1661,13.38,761.96,2571,35,Rocky,Savanna,Medium
-18.54080248004243,-85.33717808351321,2778,33.43,176.63,2297,4,Red Soil,Coastal,Low
-53.31387841481101,91.71309998270726,1329,36.57,503.35,1548,8,Alluvial,Savanna,Low
-14.444431931488012,132.85489063587812,329,25.55,317.8,1443,26,Black Soil,Grassland,Low
22.540416784511834,164.2208257274574,2599,49.12,263.75,2552,6,Alluvial,Coastal,Low
-40.45881143563992,-126.47473905875813,1325,36.17,892.69,2677,7,Laterite,Shrubland,Low
0.9053750549729003,-14.69999612078476,1923,11.63,665.2,465,20,Black Soil,Grassland,Medium
-57.259177206102834,-52.59202721735926,2951,22.46,232.29,91,22,Rocky,Desert,Low
40.254786305304904,-96.95285381024816,766,12.39,97.69,2136,6,Sandy,Shrubland,Medium
-20.41592617650206,-112.97720271663452,389,47.46,839.8,3805,20,Laterite,Grassland,Low
38.52956256486725,133.18720451723033,2038,0.26,183.89,2964,32,Black Soil,Grassland,Medium
19.109516023890038,88.69638723060348,317,44.84,864.15,1612,22,Red Soil,Shrubland,Low
-25.119228978570142,-131.12993134396578,853,10.87,33.87,2394,-2,Clay,Forest,Medium
58.22931456474677,-105.5359964825807,1812,1.54,789.31,241,-5,Rocky,Grassland,Medium
-31.06266489114009,-53.31818590884258,2159,21.97,442.06,1338,19,Clay,Desert,Low
58.868264674840944,16.957092701757006,1957,20.53,749.67,2738,35,Sandy,Desert,Low
2.8046928100441235,9.680610100680127,2168,25.68,421.9,585,28,Red Soil,Grassland,Low
72.0050725728149,171.73991530763368,1339,39.21,498.37,3677,33,Red Soil,Grassland,Low
-20.442663147743467,154.10095264365845,2016,18.98,510.82,3609,35,Alluvial,Desert,Low
38.68155817271072,128.5826358523267,1513,32.35,634.23,233,9,Alluvial,Forest,Low
23.24497468823492,103.21872790098172,986,46.84,835.93,98,19,Sandy,Desert,Low
64.90037943134078,157.08047951397168,2721,23.65,894.45,3721,14,Red Soil,Desert,Low
-41.589485091699935,40.39043659404149,51,45.89,206.05,2494,3,Black Soil,Forest,Low
0.9949432481857698,118.96456433739894,2056,34.5,794.75,3677,20,Alluvial,Desert,Low
-6.443772253826822,-90.53704683805616,266,28.53,54.53,3006,1,Alluvial,Desert,Low
-4.57383046167606,-80.86239022751239,1683,1.33,109.11,2505,3,Red Soil,Forest,Medium
-7.271853352327582,-176.95051478884838,2329,44.7,994.9,789,1,Sandy,Desert,Low
-57.404635496620976,83.25458724568699,125,44.98,397.58,3833,-1,Clay,Forest,Low
40.165779038188234,-124.23109175422282,320,14.61,584.01,1148,25,Laterite,Coastal,Medium
-17.14975037385161,-146.4403889327715,352,42.89,182.63,2838,8,Alluvial,Savanna,Low
1.4018692382807032,-65.99451279879143,628,20.1,939.94,2175,1,Rocky,Savanna,Low
-46.880929980033336,68.39574714324038,669,46.67,908.21,2692,-3,Laterite,Coastal,Low
4.201667245965197,-152.19370672008742,741,44.13,229.67,972,19,Laterite,Grassland,Low
60.32440333483778,122.5357772255856,2448,10.78,722.44,1888,32,Sandy,Shrubland,Medium
16.45171819374086,38.77989399750115,2795,34.58,106.74,2422,13,Clay,Coastal,Low
41.72361599224135,-112.81697599251727,2881,41.91,511.6,453,18,Rocky,Grassland,Low
71.98756409850432,-77.89482676928054,1667,28.75,526.89,73,9,Rocky,Desert,Low
-29.415721404328266,-136.68154606928414,2480,45.7,434.34,2373,21,Rocky,Coastal,Low
51.084928935960335,120.99667654265488,1301,38.34,77.43,443,27,Rocky,Savanna,Low
65.78250774858476,-85.428537826705,2366,2.46,688.9,3499,-2,Clay,Coastal,Medium
-12.724789976995304,-134.7436087961225,818,20.82,245.29,1295,22,Red Soil,Desert,Low
-33.253120588954296,20.464437599725784,1087,5.92,717.24,185,29,Laterite,Shrubland,Medium
47.30595250608131,-30.349511885162286,788,27.08,65.95,434,2,Sandy,Grassland,Low
5.213968642719564,140.37559153642042,591,46.67,45.69,3136,1,Sandy,Shrubland,Low
15.380679133888918,15.144532410714021,1186,2.2,375.67,2243,17,Clay,Coastal,Medium
1.6422312214520858,157.4755513860751,2485,41.8,792.08,2088,4,Laterite,Grassland,Low
59.244767819701636,-17.020764077951384,2840,8.41,788.36,382,17,Clay,Desert,Medium
72.75511049121408,-39.43968010311963,739,28.08,645.49,1728,28,Black Soil,Grassland,Low
25.241194318502593,-69.72897945407557,1055,1.78,729.89,2710,29,Alluvial,Shrubland,Medium
29.106990329231195,-176.81370607512707,521,14.64,438.83,2565,16,Laterite,Savanna,Medium
24.924940388167002,-157.2757196319123,747,42.36,656.42,2181,34,Alluvial,Savanna,Low
45.92313992848459,43.19684835212371,1291,34.78,90.08,3224,-5,Red Soil,Coastal,Low
27.827247878485707,-152.67421883883574,2542,9.54,391.88,1098,9,Sandy,Grassland,Medium
40.36303936659989,158.99713452644107,1546,17.58,324.6,3091,13,Rocky,Desert,Low
26.419307778288868,75.88410861340256,2172,15.49,152.07,3961,15,Sandy,Grassland,Low
50.69948312365021,-40.35365587892909,2185,23.56,513.0,787,16,Clay,Forest,Low
-37.07670766598626,-152.34383586792484,2845,3.49,353.69,2997,-5,Clay,Desert,Medium
55.99366645369008,-155.00862685471444,1412,1.75,54.51,142,25,Alluvial,Shrubland,Medium
-35.917482987391544,-147.87926072390147,2435,16.11,8.04,3474,26,Clay,Coastal,Low
26.413718126647794,114.84593228964712,88,44.44,985.4,3583,-5,Black Soil,Grassland,Low
69.15356102315911,162.04276283830876,83,39.8,259.47,3897,-3,Clay,Forest,Low
-16.036109076064925,-77.13247974143809,1579,21.23,608.3,1918,27,Clay,Coastal,Low
-27.025029162502904,-127.2699584994803,856,26.69,364.35,3043,31,Sandy,Grassland,Low
74.9916018288757,132.30751135411003,269,48.44,447.1,121,35,Sandy,Desert,Low
-50.65708104861297,-104.32699676078799,2904,36.62,408.15,2229,26,Alluvial,Forest,Low
27.639919753105715,-81.02394883454875,439,23.11,148.72,1625,18,Laterite,Savanna,Low
1.3569699882256003,-179.54773761291298,337,8.82,484.3,2349,19,Clay,Grassland,Medium
41.433754481860234,-44.245454593026466,1500,22.04,725.01,2384,20,Black Soil,Shrubland,Low
-35.83887126215323,-173.7900947032706,2736,25.93,742.81,2424,22,Red Soil,Coastal,Low
-7.66694145025339,-41.1959081545518,1357,5.04,206.17,1392,15,Red Soil,Coastal,Medium
74.93547452336782,-111.23990687945654,1450,14.99,485.98,2153,26,Black Soil,Shrubland,Medium
17.20285373015554,172.44207425877084,2630,1.01,983.61,2577,-4,Laterite,Desert,Medium
-23.718968407977535,-121.99200271783779,841,45.28,485.84,1335,20,Alluvial,Grassland,Low
-4.109291484635783,-124.74585734664777,1558,49.34,528.31,3537,34,Red Soil,Savanna,Low
-27.83943084472869,-114.67578993096714,2532,42.77,771.74,451,31,Laterite,Shrubland,Low
-58.35641014611632,-102.00197733301772,1514,12.81,897.44,1910,11,Sandy,Desert,Medium
52.715604654392976,158.16959681498042,1329,14.9,107.97,418,3,Rocky,Forest,Medium
-43.88158485824931,-7.670671242615697,1864,34.68,486.09,2321,22,Rocky,Grassland,Low
72.42421023054152,-85.77584401311401,2051,16.15,395.53,942,30,Clay,Grassland,Low
